TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM @ MIL,04-03-2024,W,240,111,46,91,50.5,7,23,30.4,12,17,70.6,13,41,54,25,5,8,9,12,10,,MIL,MIL vs. MEM,04-03-2024,L,240,101,38,95,40,18,44,40.9,7,12,58.3,13,31,44,26,5,10,11,14,-10
TOR,TOR @ MIN,04-03-2024,L,240,85,33,90,36.7,7,30,23.3,12,14,85.7,10,38,48,19,4,6,21,15,-48,,MIN,MIN vs. TOR,04-03-2024,W,240,133,49,96,51,20,43,46.5,15,22,68.2,9,41,50,37,13,9,9,12,48
BOS,BOS vs. OKC,04-03-2024,W,240,135,50,92,54.3,17,40,42.5,18,19,94.7,11,35,46,33,7,10,11,18,35,,OKC,OKC @ BOS,04-03-2024,L,240,100,35,81,43.2,5,24,20.8,25,28,89.3,5,26,31,21,8,5,14,11,-35
MIL,MIL @ WAS,04-02-2024,L,240,113,45,103,43.7,11,48,22.9,12,18,66.7,18,39,57,31,8,6,12,17,-4,,WAS,WAS vs. MIL,04-02-2024,W,240,117,47,93,50.5,9,38,23.7,14,17,82.4,5,39,44,26,9,2,11,20,4
LAL,LAL @ TOR,04-02-2024,W,240,128,52,101,51.5,18,41,43.9,6,12,50,13,34,47,38,6,8,15,17,17,,TOR,TOR vs. LAL,04-02-2024,L,240,111,43,89,48.3,10,32,31.3,15,21,71.4,5,35,40,25,11,6,17,19,-17
MIA,MIA vs. NYK,04-02-2024,W,240,109,36,74,48.6,17,38,44.7,20,21,95.2,7,32,39,24,5,4,18,17,10,,NYK,NYK @ MIA,04-02-2024,L,240,99,35,76,46.1,12,34,35.3,17,21,81,7,23,30,25,11,2,14,17,-10
DAL,DAL @ GSW,04-02-2024,L,240,100,39,89,43.8,15,40,37.5,7,11,63.6,8,34,42,27,8,7,15,14,-4,,GSW,GSW vs. DAL,04-02-2024,W,240,104,41,90,45.6,15,32,46.9,7,7,100,11,41,52,29,9,4,17,18,4
SAC,SAC vs. LAC,04-02-2024,W,240,109,39,92,42.4,12,42,28.6,19,25,76,20,36,56,29,10,6,10,18,14,,LAC,LAC @ SAC,04-02-2024,L,240,95,31,76,40.8,11,27,40.7,22,27,81.5,9,29,38,18,6,1,16,21,-14
SAS,SAS @ DEN,04-02-2024,L,240,105,42,105,40,13,44,29.5,8,16,50,15,44,59,33,4,12,8,19,-5,,DEN,DEN vs. SAS,04-02-2024,W,240,110,43,98,43.9,11,34,32.4,13,16,81.3,11,41,52,28,5,10,8,15,5
UTA,UTA vs. CLE,04-02-2024,L,240,113,41,85,48.2,16,37,43.2,15,18,83.3,7,26,33,26,7,3,20,22,-16,,CLE,CLE @ UTA,04-02-2024,W,240,129,46,85,54.1,16,39,41,21,24,87.5,9,32,41,38,10,6,15,14,16
HOU,HOU @ MIN,04-02-2024,L,240,106,41,92,44.6,14,48,29.2,10,14,71.4,12,25,37,23,10,0,15,23,-7,,MIN,MIN vs. HOU,04-02-2024,W,240,113,41,77,53.2,11,26,42.3,20,22,90.9,6,33,39,29,12,5,18,17,7
OKC,OKC @ PHI,04-02-2024,L,240,105,37,87,42.5,13,39,33.3,18,22,81.8,12,31,43,30,10,9,15,18,-4,,PHI,PHI vs. OKC,04-02-2024,W,240,109,36,78,46.2,14,30,46.7,23,25,92,9,33,42,27,8,4,18,20,4
PHX,PHX @ NOP,04-01-2024,W,240,124,43,87,49.4,18,47,38.3,20,25,80,16,33,49,29,7,6,14,21,13,,NOP,NOP vs. PHX,04-01-2024,L,240,111,42,89,47.2,11,27,40.7,16,24,66.7,12,25,37,29,10,1,9,17,-13
CHI,CHI vs. ATL,04-01-2024,L,240,101,37,94,39.4,7,28,25,20,24,83.3,16,35,51,17,8,2,8,17,-12,,ATL,ATL @ CHI,04-01-2024,W,240,113,41,82,50,19,40,47.5,12,18,66.7,8,37,45,29,4,5,15,21,12
BKN,BKN @ IND,04-01-2024,L,240,111,41,87,47.1,10,26,38.5,19,28,67.9,12,31,43,20,3,4,15,19,-22,,IND,IND vs. BKN,04-01-2024,W,240,133,53,103,51.5,13,31,41.9,14,17,82.4,14,33,47,35,6,9,10,21,22
DET,DET vs. MEM,04-01-2024,L,240,108,40,79,50.6,11,28,39.3,17,22,77.3,9,32,41,22,7,9,14,16,-2,,MEM,MEM @ DET,04-01-2024,W,240,110,40,91,44,11,33,33.3,19,23,82.6,15,29,44,28,11,9,13,18,2
CHA,CHA vs. BOS,04-01-2024,L,240,104,41,91,45.1,13,37,35.1,9,11,81.8,8,32,40,28,3,2,7,15,-14,,BOS,BOS @ CHA,04-01-2024,W,240,118,43,89,48.3,19,53,35.8,13,16,81.3,11,40,51,28,3,3,11,15,14
ORL,ORL vs. POR,04-01-2024,W,240,104,36,76,47.4,11,32,34.4,21,27,77.8,9,34,43,26,4,6,16,17,1,,POR,POR @ ORL,04-01-2024,L,240,103,40,90,44.4,11,31,35.5,12,15,80,11,33,44,28,9,3,11,21,-1
NYK,NYK vs. OKC,03/31/2024,L,240,112,38,92,41.3,13,43,30.2,23,34,67.6,15,31,46,24,8,3,11,19,-1,,OKC,OKC @ NYK,03/31/2024,W,240,113,44,82,53.7,13,34,38.2,12,24,50,9,34,43,29,6,8,13,23,1
SAS,SAS vs. GSW,03/31/2024,L,240,113,40,89,44.9,17,43,39.5,16,18,88.9,16,29,45,31,7,5,19,12,-4,,GSW,GSW @ SAS,03/31/2024,W,240,117,45,92,48.9,16,39,41,11,13,84.6,12,29,41,34,15,3,16,14,4
HOU,HOU vs. DAL,03/31/2024,L,240,107,39,92,42.4,13,38,34.2,16,19,84.2,12,31,43,22,9,3,12,14,-18,,DAL,DAL @ HOU,03/31/2024,W,240,125,48,93,51.6,24,47,51.1,5,9,55.6,10,37,47,24,7,8,14,17,18
MIA,MIA @ WAS,03/31/2024,W,240,119,40,81,49.4,14,36,38.9,25,29,86.2,6,36,42,22,11,8,14,19,12,,WAS,WAS vs. MIA,03/31/2024,L,240,107,40,88,45.5,11,38,28.9,16,21,76.2,7,35,42,27,6,1,16,22,-12
LAC,LAC @ CHA,03/31/2024,W,240,130,43,75,57.3,14,29,48.3,30,34,88.2,7,34,41,28,4,5,10,16,12,,CHA,CHA vs. LAC,03/31/2024,L,240,118,44,88,50,23,52,44.2,7,11,63.6,5,26,31,32,3,2,9,25,-12
BKN,BKN vs. LAL,03/31/2024,L,240,104,39,92,42.4,12,36,33.3,14,19,73.7,9,29,38,19,12,3,13,17,-12,,LAL,LAL @ BKN,03/31/2024,W,240,116,42,77,54.5,15,40,37.5,17,22,77.3,6,44,50,24,8,6,20,15,12
DEN,DEN vs. CLE,03/31/2024,W,240,130,50,87,57.5,21,33,63.6,9,13,69.2,11,40,51,36,7,4,17,19,29,,CLE,CLE @ DEN,03/31/2024,L,240,101,38,82,46.3,8,25,32,17,21,81,6,22,28,26,10,4,15,12,-29
SAC,SAC vs. UTA,03/31/2024,W,240,127,45,84,53.6,20,40,50,17,23,73.9,13,31,44,34,8,6,15,23,21,,UTA,UTA @ SAC,03/31/2024,L,240,106,34,83,41,16,41,39,22,28,78.6,11,22,33,22,6,4,12,18,-21
CHI,CHI @ MIN,03/31/2024,W,240,109,42,80,52.5,17,29,58.6,8,12,66.7,8,35,43,30,11,3,16,18,8,,MIN,MIN vs. CHI,03/31/2024,L,240,101,38,81,46.9,11,37,29.7,14,21,66.7,8,29,37,28,12,5,14,10,-8
TOR,TOR vs. PHI,03/31/2024,L,240,120,47,90,52.2,11,30,36.7,15,20,75,7,23,30,31,10,2,12,14,-15,,PHI,PHI @ TOR,03/31/2024,W,240,135,49,83,59,24,43,55.8,13,16,81.3,9,30,39,28,6,10,16,17,15
NOP,NOP vs. BOS,03/30/2024,L,240,92,34,86,39.5,13,35,37.1,11,18,61.1,10,31,41,22,9,3,9,12,-12,,BOS,BOS @ NOP,03/30/2024,W,240,104,39,82,47.6,15,37,40.5,11,12,91.7,8,43,51,27,7,7,13,13,12
ORL,ORL vs. MEM,03/30/2024,W,240,118,38,78,48.7,22,44,50,20,23,87,5,38,43,28,8,8,17,16,30,,MEM,MEM @ ORL,03/30/2024,L,240,88,31,86,36,12,36,33.3,14,17,82.4,13,32,45,25,11,7,19,19,-30
ATL,ATL vs. MIL,03/30/2024,L,240,113,42,92,45.7,14,35,40,15,18,83.3,9,30,39,24,5,3,11,26,-9,,MIL,MIL @ ATL,03/30/2024,W,240,122,43,78,55.1,8,28,28.6,28,35,80,6,34,40,27,7,5,12,18,9
WAS,WAS vs. DET,03/29/2024,L,240,87,36,88,40.9,9,33,27.3,6,8,75,9,38,47,22,2,4,19,18,-9,,DET,DET @ WAS,03/29/2024,W,240,96,37,89,41.6,6,24,25,16,20,80,8,39,47,19,9,5,13,18,9
ORL,ORL vs. LAC,03/29/2024,L,240,97,38,86,44.2,10,29,34.5,11,15,73.3,13,25,38,20,10,8,17,11,-3,,LAC,LAC @ ORL,03/29/2024,W,240,100,41,85,48.2,8,24,33.3,10,12,83.3,12,29,41,19,11,4,17,17,3
LAL,LAL @ IND,03/29/2024,L,240,90,35,86,40.7,5,30,16.7,15,18,83.3,10,38,48,24,3,3,16,14,-19,,IND,IND vs. LAL,03/29/2024,W,240,109,43,89,48.3,10,31,32.3,13,14,92.9,6,40,46,27,8,6,10,14,19
CHA,CHA vs. GSW,03/29/2024,L,240,97,34,84,40.5,12,46,26.1,17,24,70.8,12,29,41,23,4,2,11,10,-18,,GSW,GSW @ CHA,03/29/2024,W,240,115,48,89,53.9,11,32,34.4,8,9,88.9,11,39,50,35,7,5,13,19,18
DAL,DAL @ SAC,03/29/2024,W,240,107,35,74,47.3,15,35,42.9,22,33,66.7,6,36,42,24,4,6,10,12,4,,SAC,SAC vs. DAL,03/29/2024,L,240,103,40,92,43.5,15,32,46.9,8,12,66.7,10,35,45,24,9,1,11,22,-4
HOU,HOU @ UTA,03/29/2024,W,240,101,35,91,38.5,13,42,31,18,28,64.3,15,30,45,19,10,6,10,18,1,,UTA,UTA vs. HOU,03/29/2024,L,240,100,37,80,46.3,8,31,25.8,18,19,94.7,11,40,51,23,4,9,21,23,-1
MIN,MIN @ DEN,03/29/2024,W,240,111,38,74,51.4,9,28,32.1,26,37,70.3,6,33,39,28,6,7,9,20,13,,DEN,DEN vs. MIN,03/29/2024,L,240,98,35,88,39.8,8,28,28.6,20,27,74.1,13,33,46,29,6,1,13,24,-13
NYK,NYK @ SAS,03/29/2024,L,265,126,51,110,46.4,14,37,37.8,10,12,83.3,18,32,50,24,10,1,12,24,-4,,SAS,SAS vs. NYK,03/29/2024,W,265,130,44,82,53.7,16,40,40,26,32,81.3,8,38,46,34,3,2,15,16,4
POR,POR @ MIA,03/29/2024,L,240,82,35,87,40.2,5,30,16.7,7,11,63.6,10,33,43,20,4,2,24,19,-60,,MIA,MIA vs. POR,03/29/2024,W,240,142,54,92,58.7,21,39,53.8,13,18,72.2,6,38,44,41,17,4,9,13,60
PHX,PHX @ OKC,03/29/2024,L,240,103,39,87,44.8,13,41,31.7,12,15,80,13,26,39,26,6,6,14,15,-25,,OKC,OKC vs. PHX,03/29/2024,W,240,128,49,87,56.3,16,30,53.3,14,14,100,7,31,38,33,7,7,11,13,25
CLE,CLE vs. PHI,03/29/2024,W,240,117,45,82,54.9,16,37,43.2,11,13,84.6,5,32,37,34,4,3,14,17,3,,PHI,PHI @ CLE,03/29/2024,L,240,114,42,94,44.7,16,40,40,14,17,82.4,16,26,42,28,6,7,9,20,-3
BKN,BKN vs. CHI,03/29/2024,W,240,125,43,91,47.3,25,44,56.8,14,22,63.6,12,31,43,26,9,3,7,22,17,,CHI,CHI @ BKN,03/29/2024,L,240,108,38,75,50.7,9,30,30,23,29,79.3,5,39,44,24,3,6,13,18,-17
MIL,MIL @ NOP,03/28/2024,L,240,100,38,82,46.3,14,39,35.9,10,19,52.6,5,41,46,21,1,4,14,25,-7,,NOP,NOP vs. MIL,03/28/2024,W,240,107,36,91,39.6,8,32,25,27,34,79.4,11,37,48,22,11,5,7,19,7
ATL,ATL vs. BOS,03/28/2024,W,265,123,51,104,49,15,44,34.1,6,10,60,17,36,53,24,5,5,11,17,1,,BOS,BOS @ ATL,03/28/2024,L,265,122,45,94,47.9,14,36,38.9,18,21,85.7,9,34,43,28,7,6,12,15,-1
MEM,MEM vs. LAL,03/27/2024,L,240,124,46,97,47.4,17,43,39.5,15,19,78.9,13,26,39,30,10,3,14,23,-12,,LAL,LAL @ MEM,03/27/2024,W,240,136,45,81,55.6,18,33,54.5,28,35,80,4,39,43,31,5,4,16,19,12
HOU,HOU @ OKC,03/27/2024,W,265,132,50,104,48.1,15,43,34.9,17,23,73.9,16,34,50,25,10,3,16,24,6,,OKC,OKC vs. HOU,03/27/2024,L,265,126,47,96,49,14,38,36.8,18,24,75,13,36,49,26,7,7,19,24,-6
SAS,SAS @ UTA,03/27/2024,W,240,118,44,86,51.2,16,33,48.5,14,21,66.7,9,32,41,40,9,7,21,21,7,,UTA,UTA vs. SAS,03/27/2024,L,240,111,39,83,47,13,35,37.1,20,22,90.9,6,30,36,25,8,4,22,16,-7
PHX,PHX @ DEN,03/27/2024,W,240,104,39,83,47,16,33,48.5,10,11,90.9,12,39,51,29,3,7,17,13,7,,DEN,DEN vs. PHX,03/27/2024,L,240,97,38,88,43.2,10,40,25,11,12,91.7,9,29,38,24,9,4,8,13,-7
DET,DET @ MIN,03/27/2024,L,240,91,31,81,38.3,9,32,28.1,20,25,80,10,31,41,15,9,1,12,14,-15,,MIN,MIN vs. DET,03/27/2024,W,240,106,42,82,51.2,11,36,30.6,11,16,68.8,9,31,40,28,8,3,12,17,15
IND,IND @ CHI,03/27/2024,L,240,99,34,85,40,13,42,31,18,23,78.3,12,28,40,25,3,4,13,23,-26,,CHI,CHI vs. IND,03/27/2024,W,240,125,49,98,50,12,27,44.4,15,18,83.3,13,41,54,28,7,5,8,19,26
PHI,PHI vs. LAC,03/27/2024,L,240,107,39,82,47.6,13,33,39.4,16,19,84.2,10,41,51,17,3,11,12,18,-1,,LAC,LAC @ PHI,03/27/2024,W,240,108,40,90,44.4,14,36,38.9,14,20,70,11,32,43,28,8,5,8,16,1
TOR,TOR vs. NYK,03/27/2024,L,240,101,39,84,46.4,11,31,35.5,12,13,92.3,11,17,28,31,7,4,18,17,-44,,NYK,NYK @ TOR,03/27/2024,W,240,145,55,94,58.5,22,44,50,13,16,81.3,15,27,42,37,7,8,11,17,44
ATL,ATL vs. POR,03/27/2024,W,240,120,44,85,51.8,16,41,39,16,20,80,8,33,41,23,12,9,17,17,14,,POR,POR @ ATL,03/27/2024,L,240,106,43,85,50.6,14,31,45.2,6,10,60,6,27,33,35,8,2,19,18,-14
BKN,BKN @ WAS,03/27/2024,W,265,122,47,98,48,10,33,30.3,18,23,78.3,10,35,45,24,8,9,8,16,3,,WAS,WAS vs. BKN,03/27/2024,L,265,119,46,91,50.5,14,34,41.2,13,17,76.5,5,39,44,26,4,4,14,21,-3
GSW,GSW @ ORL,03/27/2024,W,240,101,40,90,44.4,10,34,29.4,11,13,84.6,12,40,52,26,5,5,13,18,8,,ORL,ORL vs. GSW,03/27/2024,L,240,93,36,85,42.4,10,32,31.3,11,21,52.4,10,29,39,25,10,5,11,13,-8
CLE,CLE @ CHA,03/27/2024,L,240,111,42,85,49.4,19,44,43.2,8,14,57.1,9,23,32,33,7,1,15,21,-7,,CHA,CHA vs. CLE,03/27/2024,W,240,118,44,76,57.9,13,33,39.4,17,22,77.3,8,30,38,30,8,2,16,14,7
MIA,MIA vs. GSW,03/26/2024,L,240,92,37,92,40.2,8,33,24.2,10,13,76.9,11,28,39,24,3,2,9,9,-21,,GSW,GSW @ MIA,03/26/2024,W,240,113,47,85,55.3,13,38,34.2,6,10,60,7,36,43,31,6,5,12,20,21
NOP,NOP vs. OKC,03/26/2024,L,240,112,39,86,45.3,14,38,36.8,20,23,87,5,32,37,26,7,2,10,18,-7,,OKC,OKC @ NOP,03/26/2024,W,240,119,46,86,53.5,15,34,44.1,12,14,85.7,7,38,45,28,5,3,12,17,7
MIL,MIL vs. LAL,03/26/2024,L,290,124,49,119,41.2,15,51,29.4,11,17,64.7,15,46,61,37,9,5,14,26,-4,,LAL,LAL @ MIL,03/26/2024,W,290,128,42,108,38.9,14,44,31.8,30,32,93.8,15,54,69,30,4,8,17,13,4
DAL,DAL @ SAC,03/26/2024,W,240,132,51,92,55.4,22,39,56.4,8,13,61.5,5,44,49,34,10,4,9,18,36,,SAC,SAC vs. DAL,03/26/2024,L,240,96,35,90,38.9,11,30,36.7,15,19,78.9,11,31,42,27,6,5,14,15,-36
MEM,MEM @ DEN,03/25/2024,L,240,103,37,94,39.4,11,44,25,18,27,66.7,17,23,40,25,9,9,17,15,-25,,DEN,DEN vs. MEM,03/25/2024,W,240,128,48,90,53.3,15,32,46.9,17,18,94.4,15,35,50,38,10,7,16,23,25
IND,IND @ LAC,03/25/2024,W,240,133,50,86,58.1,17,28,60.7,16,22,72.7,7,27,34,28,7,3,8,21,17,,LAC,LAC vs. IND,03/25/2024,L,240,116,46,85,54.1,6,20,30,18,22,81.8,11,25,36,26,4,4,10,19,-17
SAC,SAC vs. PHI,03/25/2024,W,240,108,38,86,44.2,10,38,26.3,22,28,78.6,11,29,40,25,6,6,8,18,12,,PHI,PHI @ SAC,03/25/2024,L,240,96,34,82,41.5,11,34,32.4,17,20,85,15,32,47,18,2,4,15,25,-12
HOU,HOU vs. POR,03/25/2024,W,240,110,37,93,39.8,12,39,30.8,24,25,96,13,32,45,19,7,7,9,16,18,,POR,POR @ HOU,03/25/2024,L,240,92,36,87,41.4,7,33,21.2,13,15,86.7,10,34,44,14,5,6,17,25,-18
DAL,DAL @ UTA,03/25/2024,W,240,115,44,92,47.8,12,42,28.6,15,18,83.3,10,37,47,31,9,7,6,17,10,,UTA,UTA vs. DAL,03/25/2024,L,240,105,37,87,42.5,13,39,33.3,18,22,81.8,11,35,46,28,6,3,13,15,-10
WAS,WAS @ CHI,03/25/2024,W,240,107,39,97,40.2,14,49,28.6,15,18,83.3,14,38,52,32,8,5,14,21,2,,CHI,CHI vs. WAS,03/25/2024,L,240,105,36,87,41.4,10,35,28.6,23,28,82.1,9,37,46,27,9,8,12,14,-2
SAS,SAS vs. PHX,03/25/2024,W,240,104,40,91,44,8,31,25.8,16,19,84.2,5,35,40,23,10,1,7,15,2,,PHX,PHX @ SAS,03/25/2024,L,240,102,42,83,50.6,10,28,35.7,8,14,57.1,5,42,47,28,5,7,15,14,-2
DET,DET @ NYK,03/25/2024,L,240,99,34,88,38.6,10,34,29.4,21,22,95.5,7,30,37,22,8,5,12,22,-25,,NYK,NYK vs. DET,03/25/2024,W,240,124,45,89,50.6,19,46,41.3,15,22,68.2,12,40,52,30,6,6,14,18,25
BOS,BOS @ ATL,03/25/2024,L,240,118,47,95,49.5,11,38,28.9,13,19,68.4,12,26,38,21,7,8,9,16,-2,,ATL,ATL vs. BOS,03/25/2024,W,240,120,46,87,52.9,18,36,50,10,17,58.8,15,29,44,30,5,3,13,18,2
TOR,TOR vs. BKN,03/25/2024,L,240,88,37,85,43.5,5,27,18.5,9,12,75,8,22,30,23,10,2,10,15,-8,,BKN,BKN @ TOR,03/25/2024,W,240,96,37,81,45.7,9,39,23.1,13,18,72.2,16,34,50,20,3,4,20,16,8
CHA,CHA @ CLE,03/25/2024,L,240,92,34,80,42.5,9,28,32.1,15,18,83.3,6,27,33,22,5,4,12,13,-23,,CLE,CLE vs. CHA,03/25/2024,W,240,115,46,86,53.5,17,41,41.5,6,10,60,9,38,47,41,4,3,14,15,23
GSW,GSW @ MIN,03/24/2024,L,240,110,38,85,44.7,14,36,38.9,20,26,76.9,7,34,41,23,8,3,13,19,-4,,MIN,MIN vs. GSW,03/24/2024,W,240,114,40,84,47.6,21,40,52.5,13,18,72.2,7,37,44,30,9,5,16,17,4
IND,IND @ LAL,03/24/2024,L,240,145,59,107,55.1,18,36,50,9,16,56.3,10,30,40,39,6,4,11,31,-5,,LAL,LAL vs. IND,03/24/2024,W,240,150,50,89,56.2,12,25,48,38,43,88.4,8,33,41,28,6,7,10,14,5
CLE,CLE @ MIA,03/24/2024,L,240,84,30,72,41.7,9,29,31,15,20,75,4,26,30,24,3,3,17,16,-37,,MIA,MIA vs. CLE,03/24/2024,W,240,121,43,83,51.8,15,38,39.5,20,23,87,9,35,44,29,13,0,12,17,37
LAC,LAC vs. PHI,03/24/2024,L,240,107,40,83,48.2,10,28,35.7,17,18,94.4,10,27,37,27,2,9,14,11,-14,,PHI,PHI @ LAC,03/24/2024,W,240,121,48,90,53.3,18,37,48.6,7,9,77.8,12,25,37,32,7,10,8,18,14
DET,DET vs. NOP,03/24/2024,L,240,101,32,79,40.5,11,41,26.8,26,32,81.3,10,36,46,20,4,5,17,25,-13,,NOP,NOP @ DET,03/24/2024,W,240,114,41,81,50.6,11,34,32.4,21,31,67.7,6,35,41,27,8,7,10,22,13
OKC,OKC @ MIL,03/24/2024,L,240,93,33,89,37.1,10,43,23.3,17,22,77.3,10,27,37,20,9,1,12,16,-25,,MIL,MIL vs. OKC,03/24/2024,W,240,118,49,92,53.3,11,34,32.4,9,14,64.3,15,42,57,33,7,5,17,21,25
BKN,BKN @ NYK,03/23/2024,L,240,93,34,76,44.7,12,34,35.3,13,15,86.7,8,33,41,26,5,6,15,15,-12,,NYK,NYK vs. BKN,03/23/2024,W,240,105,42,97,43.3,15,40,37.5,6,12,50,16,31,47,25,10,4,10,15,12
SAC,SAC @ ORL,03/23/2024,W,240,109,38,87,43.7,15,40,37.5,18,21,85.7,6,36,42,26,6,5,7,19,2,,ORL,ORL vs. SAC,03/23/2024,L,240,107,42,88,47.7,10,35,28.6,13,18,72.2,12,37,49,27,5,3,13,20,-2
CHA,CHA @ ATL,03/23/2024,L,240,91,35,84,41.7,11,39,28.2,10,14,71.4,11,28,39,25,3,4,15,9,-41,,ATL,ATL vs. CHA,03/23/2024,W,240,132,50,90,55.6,20,42,47.6,12,14,85.7,11,32,43,40,9,5,9,14,41
CHI,CHI vs. BOS,03/23/2024,L,240,113,47,82,57.3,9,24,37.5,10,11,90.9,3,26,29,36,7,3,7,18,-11,,BOS,BOS @ CHI,03/23/2024,W,240,124,44,86,51.2,21,48,43.8,15,17,88.2,12,29,41,28,5,3,12,9,11
PHX,PHX @ SAS,03/23/2024,W,240,131,56,94,59.6,11,24,45.8,8,10,80,7,32,39,38,11,5,10,18,25,,SAS,SAS vs. PHX,03/23/2024,L,240,106,40,85,47.1,9,33,27.3,17,21,81,8,26,34,27,6,6,15,9,-25
HOU,HOU vs. UTA,03/23/2024,W,240,147,54,97,55.7,27,49,55.1,12,14,85.7,12,32,44,31,7,3,9,26,28,,UTA,UTA @ HOU,03/23/2024,L,240,119,40,89,44.9,11,37,29.7,28,33,84.8,12,28,40,24,2,4,10,11,-28
WAS,WAS vs. TOR,03/23/2024,W,240,112,44,92,47.8,11,35,31.4,13,19,68.4,16,39,55,28,7,8,18,18,3,,TOR,TOR @ WAS,03/23/2024,L,240,109,40,94,42.6,8,33,24.2,21,26,80.8,13,29,42,27,9,7,12,20,-3
POR,POR vs. DEN,03/23/2024,L,240,111,43,93,46.2,10,28,35.7,15,17,88.2,14,31,45,27,8,8,16,24,-3,,DEN,DEN @ POR,03/23/2024,W,240,114,41,91,45.1,8,24,33.3,24,33,72.7,19,30,49,25,8,9,14,17,3
GSW,GSW vs. IND,03/22/2024,L,240,111,43,106,40.6,14,48,29.2,11,16,68.8,24,40,64,24,6,6,14,15,-12,,IND,IND @ GSW,03/22/2024,W,240,123,48,99,48.5,15,36,41.7,12,16,75,12,38,50,32,8,10,11,14,12
CLE,CLE @ MIN,03/22/2024,L,240,91,34,81,42,7,29,24.1,16,19,84.2,10,31,41,22,6,5,12,14,-13,,MIN,MIN vs. CLE,03/22/2024,W,240,104,41,85,48.2,14,27,51.9,8,16,50,13,33,46,27,9,5,12,12,13
SAS,SAS vs. MEM,03/22/2024,L,240,97,37,95,38.9,7,38,18.4,16,23,69.6,15,41,56,24,12,7,16,23,-2,,MEM,MEM @ SAS,03/22/2024,W,240,99,33,82,40.2,12,34,35.3,21,31,67.7,9,42,51,18,10,4,18,17,2
MIA,MIA vs. NOP,03/22/2024,L,240,88,31,86,36,13,47,27.7,13,15,86.7,7,27,34,22,3,4,6,9,-23,,NOP,NOP @ MIA,03/22/2024,W,240,111,42,82,51.2,18,36,50,9,12,75,12,44,56,25,3,2,13,13,23
TOR,TOR vs. OKC,03/22/2024,L,240,103,40,76,52.6,11,30,36.7,12,17,70.6,5,31,36,34,12,3,27,18,-20,,OKC,OKC @ TOR,03/22/2024,W,240,123,48,95,50.5,12,32,37.5,15,19,78.9,13,33,46,27,17,5,16,20,20
DET,DET vs. BOS,03/22/2024,L,240,102,42,83,50.6,9,31,29,9,13,69.2,8,34,42,25,4,1,19,23,-27,,BOS,BOS @ DET,03/22/2024,W,240,129,47,89,52.8,16,45,35.6,19,27,70.4,8,27,35,31,9,5,7,15,27
LAC,LAC @ POR,03/22/2024,W,240,125,44,77,57.1,14,33,42.4,23,27,85.2,7,33,40,26,8,8,17,21,8,,POR,POR vs. LAC,03/22/2024,L,240,117,45,93,48.4,12,33,36.4,15,25,60,15,26,41,29,11,1,10,19,-8
PHI,PHI @ LAL,03/22/2024,L,240,94,33,96,34.4,8,37,21.6,20,24,83.3,13,29,42,20,13,7,9,23,-7,,LAL,LAL vs. PHI,03/22/2024,W,240,101,32,73,43.8,12,31,38.7,25,33,75.8,11,43,54,22,1,7,21,16,7
HOU,HOU vs. CHI,03/21/2024,W,240,127,47,93,50.5,17,45,37.8,16,20,80,13,36,49,27,7,6,16,21,10,,CHI,CHI @ HOU,03/21/2024,L,240,117,42,93,45.2,12,31,38.7,21,25,84,12,31,43,23,8,3,11,17,-10
DAL,DAL vs. UTA,03/21/2024,W,240,113,43,86,50,10,32,31.3,17,28,60.7,11,32,43,33,12,3,13,20,16,,UTA,UTA @ DAL,03/21/2024,L,240,97,38,83,45.8,4,30,13.3,17,19,89.5,5,33,38,29,6,3,18,23,-16
NYK,NYK @ DEN,03/21/2024,L,240,100,38,79,48.1,11,31,35.5,13,17,76.5,4,27,31,28,6,6,10,18,-13,,DEN,DEN vs. NYK,03/21/2024,W,240,113,45,84,53.6,6,20,30,17,20,85,9,33,42,31,5,4,10,14,13
ORL,ORL vs. NOP,03/21/2024,W,240,121,47,86,54.7,14,36,38.9,13,19,68.4,10,30,40,33,12,4,16,16,15,,NOP,NOP @ ORL,03/21/2024,L,240,106,42,78,53.8,6,20,30,16,21,76.2,3,30,33,24,11,1,19,18,-15
PHX,PHX vs. ATL,03/21/2024,W,240,128,41,74,55.4,22,41,53.7,24,27,88.9,7,31,38,28,4,11,17,19,13,,ATL,ATL @ PHX,03/21/2024,L,240,115,40,91,44,12,35,34.3,23,29,79.3,12,24,36,27,11,3,11,23,-13
BKN,BKN @ MIL,03/21/2024,L,240,108,41,92,44.6,13,44,29.5,13,16,81.3,15,34,49,29,7,1,14,12,-7,,MIL,MIL vs. BKN,03/21/2024,W,240,115,43,91,47.3,16,41,39,13,15,86.7,11,29,40,27,5,4,10,17,7
WAS,WAS vs. SAC,03/21/2024,W,240,109,41,81,50.6,10,25,40,17,23,73.9,10,35,45,20,9,3,20,19,7,,SAC,SAC @ WAS,03/21/2024,L,240,102,37,86,43,11,39,28.2,17,19,89.5,10,27,37,21,12,7,15,20,-7
