surface,player1_name,player1_ht,player1_ioc,player1_age,player2_name,player2_ht,player2_ioc,player2_age,score,best_of,round,minutes,p1_ace,p1_df,p1_svpt,p1_1stIn,p1_1st_Serve,p1_1stWon,p1_1st_Serve_won,p1_2ndWon,p1_2nd_serve_won,p1_bpSaved,p1_bpFaced,p1_breakpoint_saved,p2_ace,p2_df,p2_svpt,p2_1stIn,p2_1st_Serve,p2_1stWon,p2_1st_Serve_won,p2_2ndWon,p2_2nd_serve_won,p2_bpSaved,p2_bpFaced,p2_breakpoint_saved,winner_name
Hard,Alejandro Davidovich Fokina,183,ESP,23.5,John Millman,183,AUS,33.5,6-3 6-3,3,R16,74,4,1,53,35,66.03773585,26,74.28571429,13,72.22222222,2,3,66.66666667,1,4,52,29,55.76923077,18,62.06896552,10,43.47826087,6,10,60,Alejandro Davidovich Fokina
Hard,Jack Draper,191,GBR,21,Tommy Paul,185,USA,25.6,6-4 6-4,3,R16,91,10,1,57,33,57.89473684,29,87.87878788,13,54.16666667,3,4,75,5,1,58,34,58.62068966,23,67.64705882,12,50,2,5,40,Jack Draper
Hard,Karen Khachanov,198,RUS,26.6,Marc Andrea Huesler,196,SUI,26.5,6-4 6-4,3,R16,79,5,1,54,35,64.81481481,29,82.85714286,11,57.89473684,1,2,50,2,2,56,34,60.71428571,25,73.52941176,10,45.45454545,3,6,50,Karen Khachanov
Hard,Mikael Ymer,183,SWE,24.3,Mackenzie Mcdonald,178,USA,27.7,3-6 7-6(2) 6-3,3,R16,180,4,8,136,99,72.79411765,64,64.64646465,12,32.43243243,14,20,70,5,7,100,62,62,36,58.06451613,18,47.36842105,11,16,68.75,Mikael Ymer
Hard,Soon Woo Kwon,180,KOR,25.1,Pablo Carreno Busta,188,ESP,31.4,3-6 6-4 6-4,3,R16,140,11,3,88,57,64.77272727,44,77.19298246,16,51.61290323,5,7,71.42857143,10,6,107,65,60.74766355,44,67.69230769,22,52.38095238,4,7,57.14285714,Soon Woo Kwon
Hard,Thanasi Kokkinakis,196,AUS,26.7,Alexei Popyrin,196,AUS,23.4,6-0 6-7(5) 7-5,3,R32,164,11,2,101,67,66.33663366,50,74.62686567,18,52.94117647,5,6,83.33333333,11,8,99,51,51.51515152,41,80.39215686,17,35.41666667,4,9,44.44444444,Thanasi Kokkinakis
Hard,Jason Kubler,178,AUS,29.6,Tomas Martin Etcheverry,196,ARG,23.4,7-6(2) 7-5,3,R32,130,10,1,78,57,73.07692308,47,82.45614035,12,57.14285714,5,5,100,10,1,70,43,61.42857143,34,79.06976744,17,62.96296296,1,2,50,Jason Kubler
Hard,Miomir Kecmanovic,183,SRB,23.3,Kyle Edmund,188,GBR,28,6-4 7-5,3,R32,84,7,2,60,39,65,35,89.74358974,11,52.38095238,2,2,100,11,6,64,35,54.6875,27,77.14285714,15,51.72413793,0,2,0,Miomir Kecmanovic
Hard,Robin Haase,190,NED,35.7,Benjamin Bonzi,185,FRA,26.5,3-6 7-6(8) 7-6(3),3,R32,130,13,2,100,57,57,42,73.68421053,23,53.48837209,1,5,20,16,3,115,63,54.7826087,44,69.84126984,28,53.84615385,3,6,50,Robin Haase
Hard,John Millman,183,AUS,33.5,Albert Ramos,188,ESP,34.9,4-6 6-3 7-6(6),3,R32,166,7,1,109,77,70.64220183,53,68.83116883,15,46.875,3,6,50,7,0,93,68,73.11827957,43,63.23529412,18,72,6,9,66.66666667,John Millman
Hard,Alejandro Davidovich Fokina,183,ESP,23.5,Brandon Nakashima,185,USA,21.4,6-2 7-6(3),3,R32,95,4,1,70,45,64.28571429,37,82.22222222,15,60,5,5,100,6,3,65,40,61.53846154,32,80,10,40,1,3,33.33333333,Alejandro Davidovich Fokina
Hard,Tommy Paul,185,USA,25.6,Christopher Oconnell,183,AUS,28.6,6-4 7-5,3,R32,88,6,0,57,39,68.42105263,32,82.05128205,14,77.77777778,1,1,100,7,1,66,41,62.12121212,32,78.04878049,10,40,3,5,60,Tommy Paul
Hard,Jack Draper,191,GBR,21,Lorenzo Sonego,191,ITA,27.6,6-4 6-2,3,R32,82,2,1,44,27,61.36363636,21,77.77777778,12,70.58823529,3,4,75,2,1,50,26,52,14,53.84615385,11,45.83333333,4,8,50,Jack Draper
Hard,Marc Andrea Huesler,196,SUI,26.5,Arthur Rinderknech,196,FRA,27.4,4-6 7-6(5) 6-4,3,R32,149,11,3,96,64,66.66666667,54,84.375,16,50,1,2,50,11,7,111,66,59.45945946,52,78.78787879,22,48.88888889,6,7,85.71428571,Marc Andrea Huesler
Hard,Mackenzie Mcdonald,178,USA,27.7,Daniel Evans,175,GBR,32.6,7-5 7-5,3,R32,108,8,2,73,40,54.79452055,29,72.5,17,51.51515152,1,4,25,2,3,78,52,66.66666667,31,59.61538462,10,38.46153846,3,8,37.5,Mackenzie Mcdonald
Hard,Mikael Ymer,183,SWE,24.3,Emil Ruusuvuori,188,FIN,23.7,6-4 4-6 6-3,3,R32,143,1,3,83,56,67.46987952,41,73.21428571,17,62.96296296,1,3,33.33333333,4,2,101,72,71.28712871,49,68.05555556,13,44.82758621,5,8,62.5,Mikael Ymer
Hard,Soon Woo Kwon,180,KOR,25.1,Tomas Machac,183,CZE,22.2,6-4 6-4,3,R32,101,6,3,82,44,53.65853659,35,79.54545455,14,36.84210526,9,11,81.81818182,5,2,68,42,61.76470588,27,64.28571429,10,38.46153846,6,10,60,Soon Woo Kwon
Hard,Rafael Nadal,185,ESP,36.6,Jack Draper,191,GBR,21,7-5 2-6 6-4 6-1,5,R128,221,6,3,119,78,65.54621849,57,73.07692308,21,51.2195122,7,11,63.63636364,13,3,115,67,58.26086957,42,62.68656716,27,56.25,6,12,50,Rafael Nadal
Hard,Mackenzie Mcdonald,178,USA,27.7,Brandon Nakashima,185,USA,21.4,7-6(5) 7-6(1) 1-6 6-7(10) 6-4,5,R128,242,14,4,156,104,66.66666667,81,77.88461538,31,59.61538462,1,5,20,19,9,177,120,67.79661017,98,81.66666667,24,42.10526316,4,7,57.14285714,Mackenzie Mcdonald
Hard,Dalibor Svrcina,,CZE,20.2,Jaume Munar,183,ESP,25.7,6-3 6-2 6-2,5,R128,136,0,4,69,48,69.56521739,37,77.08333333,12,57.14285714,4,5,80,7,6,102,65,63.7254902,40,61.53846154,10,27.02702703,11,18,61.11111111,Dalibor Svrcina
Hard,Yoshihito Nishioka,170,JPN,27.3,Mikael Ymer,183,SWE,24.3,6-4 6-2 7-5,5,R128,138,1,1,86,55,63.95348837,40,72.72727273,19,61.29032258,3,5,60,6,3,90,66,73.33333333,41,62.12121212,12,50,6,12,50,Yoshihito Nishioka
Hard,Karen Khachanov,198,RUS,26.6,Bernabe Zapata Miralles,185,ESP,26,7-6(3) 6-2 6-0,5,R128,122,11,1,90,68,75.55555556,50,73.52941176,14,63.63636364,6,7,85.71428571,1,1,91,56,61.53846154,33,58.92857143,12,34.28571429,6,12,50,Karen Khachanov
Hard,Jason Kubler,178,AUS,29.6,Sebastian Baez,170,ARG,22,6-4 6-4 6-4,5,R128,136,6,2,86,53,61.62790698,45,84.90566038,19,57.57575758,3,3,100,0,3,80,61,76.25,40,65.57377049,11,57.89473684,0,3,0,Jason Kubler
Hard,Juncheng Shang,,CHN,17.9,Oscar Otte,196,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176,3,0,128,92,71.875,72,78.26086957,21,58.33333333,2,2,100,19,7,129,84,65.11627907,67,79.76190476,19,42.22222222,9,13,69.23076923,Juncheng Shang
Hard,Frances Tiafoe,188,USA,24.9,Daniel Altmaier,191,GER,24.3,6-3 6-3 6-7(5) 7-6(6),5,R128,199,24,3,129,81,62.79069767,68,83.95061728,31,64.58333333,7,8,87.5,17,2,154,93,60.38961039,65,69.89247312,33,54.09836066,12,16,75,Frances Tiafoe
Hard,Hubert Hurkacz,196,POL,25.9,Pedro Martinez,185,ESP,25.7,7-6(1) 6-2 6-2,5,R128,109,24,1,70,51,72.85714286,46,90.19607843,14,73.68421053,0,0,#DIV/0!,0,4,84,61,72.61904762,38,62.29508197,10,43.47826087,0,4,0,Hubert Hurkacz
Hard,Lorenzo Sonego,191,ITA,27.6,Nuno Borges,185,POR,25.9,7-6(4) 6-3 6-7(6) 6-1,5,R128,197,16,4,129,94,72.86821705,79,84.04255319,19,54.28571429,4,4,100,0,2,128,89,69.53125,56,62.92134831,30,76.92307692,4,7,57.14285714,Lorenzo Sonego
Hard,Taro Daniel,191,JPN,29.9,Ernesto Escobedo,185,MEX,26.5,7-5 6-2 3-6 6-3,5,R128,194,15,3,122,77,63.1147541,56,72.72727273,26,57.77777778,5,7,71.42857143,11,3,124,78,62.90322581,54,69.23076923,23,50,6,11,54.54545455,Taro Daniel
Hard,Denis Shapovalov,185,CAN,23.7,Dusan Lajovic,180,SRB,32.5,6-4 4-6 6-4 6-1,5,R128,143,16,7,111,62,55.85585586,51,82.25806452,25,51.02040816,3,5,60,5,2,102,76,74.50980392,52,68.42105263,13,50,7,12,58.33333333,Denis Shapovalov
Hard,Sebastian Korda,196,USA,22.5,Cristian Garin,185,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154,16,5,105,61,58.0952381,46,75.40983607,25,56.81818182,10,13,76.92307692,5,2,103,53,51.45631068,35,66.03773585,27,54,4,9,44.44444444,Sebastian Korda
Hard,Yosuke Watanuki,180,JPN,24.7,Arthur Rinderknech,196,FRA,27.4,6-3 6-3 6-2,5,R128,103,10,4,72,47,65.27777778,40,85.10638298,13,52,0,0,#DIV/0!,8,4,76,47,61.84210526,31,65.95744681,13,44.82758621,8,13,61.53846154,Yosuke Watanuki
Hard,John Millman,183,AUS,33.5,Marc Andrea Huesler,196,SUI,26.5,6-7(8) 7-5 6-7(2) 6-2 6-3,5,R128,245,9,3,171,116,67.83625731,90,77.5862069,30,54.54545455,4,5,80,20,1,170,105,61.76470588,75,71.42857143,38,58.46153846,6,11,54.54545455,John Millman
Hard,Daniil Medvedev,198,RUS,26.9,Marcos Giron,180,USA,29.4,6-0 6-1 6-2,5,R128,96,9,4,73,51,69.8630137,40,78.43137255,13,59.09090909,6,6,100,1,0,69,46,66.66666667,21,45.65217391,10,43.47826087,6,13,46.15384615,Daniil Medvedev
Hard,Stefanos Tsitsipas,193,GRE,24.4,Quentin Halys,191,FRA,26.2,6-3 6-4 7-6(6),5,R128,120,17,6,95,61,64.21052632,51,83.60655738,17,50,7,9,77.77777778,9,6,90,57,63.33333333,46,80.70175439,10,30.3030303,3,7,42.85714286,Stefanos Tsitsipas
Hard,Rinky Hijikata,,AUS,21.8,Yannick Hanfmann,193,GER,31.1,4-6 4-6 6-3 7-6(5) 6-3,5,R128,265,15,6,191,121,63.35078534,90,74.38016529,33,47.14285714,12,15,80,21,2,152,98,64.47368421,73,74.48979592,27,50,8,11,72.72727273,Rinky Hijikata
Hard,Tallon Griekspoor,188,NED,26.5,Pavel Kotov,191,RUS,24.1,6-3 7-6(3) 6-3,5,R128,129,13,3,97,61,62.88659794,52,85.24590164,21,58.33333333,1,1,100,6,3,90,62,68.88888889,44,70.96774194,16,57.14285714,6,8,75,Tallon Griekspoor
Hard,Botic Van De Zandschulp,188,NED,27.2,Ilya Ivashka,193,BLR,28.8,6-3 3-6 7-5 6-3,5,R128,212,11,6,168,111,66.07142857,71,63.96396396,28,49.12280702,17,21,80.95238095,6,3,125,78,62.4,53,67.94871795,22,46.80851064,8,14,57.14285714,Botic Van De Zandschulp
Hard,Lloyd Harris,193,RSA,25.8,Lorenzo Musetti,185,ITA,20.8,6-4 6-1 6-7(0) 2-6 7-6(4),5,R128,228,17,5,173,106,61.2716763,80,75.47169811,30,44.7761194,7,11,63.63636364,7,2,144,92,63.88888889,62,67.39130435,31,59.61538462,3,9,33.33333333,Lloyd Harris
Hard,Marton Fucsovics,188,HUN,30.9,Federico Coria,180,ARG,30.8,4-6 7-5 2-6 7-6(6) 6-2,5,R128,257,9,4,162,95,58.64197531,66,69.47368421,32,47.76119403,13,20,65,1,4,168,121,72.02380952,77,63.63636364,21,44.68085106,11,18,61.11111111,Marton Fucsovics
Hard,Tomas Martin Etcheverry,196,ARG,23.4,Gregoire Barrere,183,FRA,28.9,3-6 6-3 6-4 6-4,5,R128,176,10,1,104,71,68.26923077,56,78.87323944,19,57.57575758,2,4,50,7,3,126,70,55.55555556,49,70,31,55.35714286,12,16,75,Tomas Martin Etcheverry
Hard,Jannik Sinner,188,ITA,21.4,Kyle Edmund,188,GBR,28,6-4 6-0 6-2,5,R128,116,6,2,82,54,65.85365854,44,81.48148148,12,42.85714286,5,6,83.33333333,2,2,81,45,55.55555556,24,53.33333333,13,36.11111111,3,10,30,Jannik Sinner
Hard,Cameron Norrie,188,GBR,27.4,Luca Van Assche,,FRA,18.6,7-6(3) 6-0 6-3,5,R128,142,6,2,96,67,69.79166667,47,70.14925373,13,44.82758621,5,8,62.5,1,4,80,41,51.25,25,60.97560976,15,38.46153846,8,15,53.33333333,Cameron Norrie
Hard,Constant Lestienne,180,FRA,30.6,Thiago Monteiro,183,BRA,28.6,6-3 7-6(2) 6-3,5,R128,148,5,3,113,85,75.22123894,68,80,10,35.71428571,6,6,100,10,4,95,58,61.05263158,43,74.13793103,15,40.54054054,6,8,75,Constant Lestienne
Hard,Christopher Eubanks,201,USA,26.6,Soon Woo Kwon,180,KOR,25.1,6-3 6-7(1) 6-3 4-6 6-4,5,R128,188,42,5,155,109,70.32258065,83,76.14678899,25,54.34782609,3,4,75,10,6,138,84,60.86956522,66,78.57142857,31,57.40740741,3,6,50,Christopher Eubanks
Hard,Jiri Lehecka,185,CZE,21.1,Borna Coric,188,CRO,26.1,6-3 6-3 6-3,5,R128,133,7,3,83,54,65.06024096,43,79.62962963,17,58.62068966,6,7,85.71428571,3,0,84,58,69.04761905,36,62.06896552,10,38.46153846,4,9,44.44444444,Jiri Lehecka
Hard,Francisco Cerundolo,185,ARG,24.4,Guido Pella,185,ARG,32.6,6-4 6-4 6-3,5,R128,126,6,3,95,64,67.36842105,48,75,16,51.61290323,4,5,80,0,0,85,58,68.23529412,36,62.06896552,14,51.85185185,2,7,28.57142857,Francisco Cerundolo
Hard,Corentin Moutet,178,FRA,23.7,Yibing Wu,183,CHN,23.2,6-4 5-7 6-2 4-6 7-5,5,R128,254,2,3,168,128,76.19047619,82,64.0625,22,55,5,10,50,3,2,164,107,65.24390244,69,64.48598131,27,47.36842105,12,19,63.15789474,Corentin Moutet
Hard,Alex Molcan,178,SVK,25.1,Stan Wawrinka,183,SUI,37.8,6-7(3) 6-3 1-6 7-6(2) 6-4,5,R128,262,7,4,154,90,58.44155844,52,57.77777778,37,57.8125,7,16,43.75,16,4,172,99,57.55813953,72,72.72727273,23,31.50684932,14,23,60.86956522,Alex Molcan
Hard,Felix Auger Aliassime,193,CAN,22.4,Vasek Pospisil,193,CAN,32.5,1-6 7-6(4) 7-6(3) 6-3,5,R128,238,13,7,130,78,60,59,75.64102564,26,50,1,5,20,14,7,147,95,64.62585034,66,69.47368421,26,50,9,12,75,Felix Auger Aliassime
Hard,Andrey Rublev,188,RUS,25.2,Dominic Thiem,185,AUT,29.3,6-3 6-4 6-2,5,R128,130,7,3,88,59,67.04545455,48,81.3559322,13,44.82758621,2,2,100,4,0,88,52,59.09090909,30,57.69230769,21,58.33333333,12,16,75,Andrey Rublev
Hard,Emil Ruusuvuori,188,FIN,23.7,Max Purcell,185,AUS,24.7,4-6 6-3 6-4 7-6(11),5,R128,221,10,4,140,95,67.85714286,70,73.68421053,26,57.77777778,6,8,75,21,5,141,89,63.12056738,71,79.7752809,16,30.76923077,8,11,72.72727273,Emil Ruusuvuori
Hard,Jeremy Chardy,188,FRA,35.9,Daniel Elahi Galan,191,COL,26.5,1-6 7-5 6-1 6-4,5,R128,199,7,14,157,96,61.14649682,65,67.70833333,26,42.62295082,21,26,80.76923077,2,4,122,73,59.83606557,45,61.64383562,22,44.89795918,10,17,58.82352941,Jeremy Chardy
Hard,Daniel Evans,175,GBR,32.6,Facundo Bagnis,183,ARG,32.8,6-4 4-6 6-4 6-4,5,R128,209,5,6,109,70,64.22018349,52,74.28571429,24,61.53846154,3,6,50,11,3,137,93,67.88321168,58,62.3655914,22,50,5,10,50,Daniel Evans
Hard,Denis Kudla,180,USA,30.4,Roman Safiullin,185,RUS,25.4,3-6 7-5 7-6(6) 6-3,5,R128,182,12,2,116,72,62.06896552,58,80.55555556,22,50,4,7,57.14285714,16,5,128,76,59.375,56,73.68421053,26,50,2,7,28.57142857,Denis Kudla
Hard,Ugo Humbert,188,FRA,24.5,Richard Gasquet,185,FRA,36.5,6-3 6-4 6-3,5,R128,118,12,3,84,53,63.0952381,42,79.24528302,17,54.83870968,3,4,75,2,1,80,48,60,29,60.41666667,15,46.875,8,13,61.53846154,Ugo Humbert
Hard,Maxime Cressy,198,USA,25.6,Albert Ramos,188,ESP,34.9,7-6(2) 7-5 3-6 6-3,5,R128,203,34,11,120,77,64.16666667,65,84.41558442,27,62.79069767,3,4,75,5,3,124,77,62.09677419,58,75.32467532,29,61.70212766,5,7,71.42857143,Maxime Cressy
Hard,Holger Rune,185,DEN,19.7,Filip Krajinovic,185,SRB,30.8,6-2 6-3 6-4,5,R128,123,11,4,83,56,67.46987952,40,71.42857143,14,51.85185185,6,8,75,4,3,94,62,65.95744681,40,64.51612903,10,31.25,6,13,46.15384615,Holger Rune
Hard,Pablo Carreno Busta,188,ESP,31.5,Pedro Cachin,185,ARG,27.7,7-6(4) 6-1 7-6(3),5,R128,128,15,3,93,59,63.44086022,53,89.83050847,22,64.70588235,2,2,100,12,1,97,59,60.82474227,48,81.3559322,18,47.36842105,4,6,66.66666667,Pablo Carreno Busta
Hard,Benjamin Bonzi,185,FRA,26.6,Mattia Bellucci,,ITA,21.6,4-6 6-3 7-6(5) 6-4,5,R128,196,15,3,149,88,59.06040268,65,73.86363636,34,55.73770492,12,15,80,9,7,122,72,59.01639344,58,80.55555556,24,48,3,7,42.85714286,Benjamin Bonzi
Hard,Adrian Mannarino,183,FRA,34.5,John Isner,206,USA,37.7,6-7(5) 7-6(8) 6-2 6-2,5,R128,183,14,4,119,76,63.86554622,70,92.10526316,24,55.81395349,3,3,100,21,2,128,90,70.3125,67,74.44444444,19,50,5,9,55.55555556,Adrian Mannarino
Hard,Alex De Minaur,183,AUS,23.9,Yu Hsiou Hsu,,TPE,23.7,6-2 6-2 6-3,5,R128,121,8,1,63,35,55.55555556,30,85.71428571,20,71.42857143,1,1,100,3,2,102,74,72.54901961,43,58.10810811,10,35.71428571,8,14,57.14285714,Alex De Minaur
Hard,Grigor Dimitrov,188,BUL,31.6,Aslan Karatsev,185,RUS,29.3,7-6(3) 7-5 6-2,5,R128,139,15,4,86,57,66.27906977,49,85.96491228,20,68.96551724,1,1,100,9,11,114,66,57.89473684,50,75.75757576,18,37.5,8,11,72.72727273,Grigor Dimitrov
Hard,Laslo Djere,188,SRB,27.6,Zizou Bergs,185,BEL,23.6,6-4 1-6 6-4 6-1,5,R128,158,7,1,102,58,56.8627451,39,67.24137931,24,54.54545455,5,9,55.55555556,7,5,107,65,60.74766355,47,72.30769231,14,33.33333333,7,13,53.84615385,Laslo Djere
Hard,Enzo Couacaud,183,FRA,27.8,Hugo Dellien,180,BOL,29.5,6-4 7-5 6-0,5,R128,111,4,1,80,47,58.75,37,78.72340426,18,54.54545455,2,4,50,1,4,88,62,70.45454545,34,54.83870968,11,42.30769231,6,13,46.15384615,Enzo Couacaud
